RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Wagoner County,OK,40,145,126074.7251,129070.9133,131530.9447,132609.127,136448.3111,140474.5132,145305.4838,151994.7441,157075.4773,149966.5354,147467.1029,144661.36,143713.4687,147514.8403,150362.6956,156208.714,160668.5758,164581.041,172170.5333,175237.2711,183600.4217,204226.8183,239317.4555,255276.5329,260686.0129
Yuba County,CA,6,115,,,,,,154331.9486,199546.0364,192360.1568,183917.9179,144724.8336,137854.4818,133243.7592,127679.6025,135442.8013,172752.74,191831.9124,211118.8389,232269.1382,259627.2923,274851.8575,299191.7508,335108.4111,397297.322,400768.7189,408878.4436
Kosciusko County,IN,18,85,114440.8011,118054.3698,126797.5854,132617.5811,138767.5641,,141976.9025,140394.9039,141326.1764,135886.5205,132736.3105,131896.1931,131183.281,135394.724,141389.5712,144963.0071,152824.9256,157668.1641,166884.4356,178499.8851,190759.3779,209638.498,236413.5362,256424.3052,266758.9955
Clinton County,NY,36,19,82541.28907,88431.70923,95059.47066,103333.8405,105012.3911,108854.1835,119298.0366,126794.8079,134684.8339,129444.2284,123495.9708,123228.5518,120900.5316,120204.13,123462.9339,124535.4899,127215.3272,132205.3586,135794.2428,142183.5909,150335.8098,164387.2998,177542.0164,194699.4583,204175.318
Bulloch County,GA,13,31,,,,,,,,,,138345.2909,128115.8959,122362.7654,114123.2006,119818.9921,126326.6839,130253.5799,132918.3415,136952.1487,143294.1063,150533.1951,155092.9881,172227.1405,199584.2517,227847.8971,254700.5435
Umatilla County,OR,41,59,,,,,,,,,,162751.9068,150263.0817,142366.434,137180.6584,138669.449,143701.7355,149600.7062,155571.6361,163114.3253,175403.1113,189437.33,207704.3248,235179.5876,278849.1691,293914.9203,295098.7651
Natrona County,WY,56,25,,,,,,,,,,,,173434.5108,172526.4107,187813.6629,197261.7199,208010.1395,217810.4792,206597.231,201622.3682,204859.9289,218016.7169,234170.0545,253488.5465,273393.3017,285611.7795
Floyd County,IN,18,43,,,,,,,,,,149461.5991,145063.8154,137254.2538,138874.119,141098.6479,143903.8761,147667.952,153570.5222,162521.2966,171696.924,180791.0794,193179.6669,214642.117,235964.9105,248551.403,261871.5746
Bedford County,VA,51,19,103596.849,110374.8362,117607.9326,125219.2187,135635.2337,157871.6928,181118.5142,203598.4204,213795.5338,205101.4711,194523.6022,189760.1359,185194.9629,188407.5011,190123.6716,193065.6743,200635.2744,205736.1811,210812.0247,216576.609,228632.9929,253970.308,283727.488,308085.6791,328082.2069
Putnam County,TN,47,141,102986.3094,106792.6523,109033.117,108149.8508,112493.3251,118588.6994,129588.5498,139830.5978,143721.0043,140219.4638,137379.0521,135466.6296,129408.1512,131908.0271,134807.8596,139829.4045,147935.3558,155666.4819,164385.8152,175818.4394,193835.1162,210199.0339,261586.0004,284126.8259,292584.0132
Clinton County,MI,26,37,119080.6414,126731.6373,133073.1529,139073.1079,149063.585,153844.2152,161206.1709,164520.3076,161747.6538,152935.965,140828.494,137556.3275,135820.0583,144168.4247,150882.6452,157420.2022,165248.4342,176396.14,187318.653,196067.2943,212081.011,234358.9504,252078.666,271404.875,279844.6442
Lynchburg City,VA,51,680,90064.46627,95896.36,102196.551,108910.1924,104903.3558,108338.214,122935.6541,136356.5425,143054.3154,134512.3837,127250.8917,124521.3918,122034.9939,121775.8629,123392.8812,123586.9217,127811.0856,133420.8862,138890.6681,145438.0503,155562.007,169436.6056,190107.826,211268.2159,229494.2295
Wilson County,NC,37,195,,,,,,,,,,105797.5437,100308.2219,97235.54279,94587.75582,95993.35548,99279.62,102683.5482,102360.9527,104207.0354,110551.3482,115414.6014,120067.5131,138005.8354,160608.2119,190327.6696,200628.4552
Hancock County,IN,18,59,,,,,,,145463.9399,146925.9357,148607.126,150597.3701,145628.1906,144490.2517,142931.2634,146376.41,155084.9491,159234.9049,164966.14,174385.4016,184794.6952,196368.9497,208828.0113,233376.3728,271588.6772,296390.0687,303400.4624
Chelan County,WA,53,7,,,,,,,,,,256725.0517,241195.0074,231293.7487,222001.2602,232367.1936,247857.8784,259212.6328,286292.4049,303024.8754,327180.7696,359506.3832,389709.8413,442910.2751,519198.7862,531054.5468,530297.0832
Sullivan County,NY,36,105,72609.22941,79432.59455,87514.88395,99962.36381,110461.1332,127301.0353,134677.5734,140988.9345,151546.8839,148660.7006,143756.0871,144528.194,141763.2337,135980.156,139035.2308,141064.3732,144197.0399,147684.5959,153616.1308,161438.6469,168483.1441,200525.8996,243088.25,277515.578,296172.62
Oconee County,SC,45,73,,,,,,,,,,,,147062.41,136442.5612,137189.2485,137152.1999,138718.5819,145607.7663,148685.7189,152740.5719,160717.5386,171075.1832,198382.1059,228285.6697,250285.6533,260840.90
James City County,VA,51,95,202569.6028,216522.5845,223068.7857,222626.6862,242046.0744,278560.2746,326458.0978,356652.5027,354029.8974,327798.7428,309666.7399,303311.8008,289995.0515,292102.4496,301613.0558,308617.3776,315118.5997,318825.7985,326031.7884,331306.9577,335814.3171,357057.3431,397253.6413,433340.284,455696.1673
Forrest County,MS,28,35,,,,,,,,,,,,,123225.3616,123491.1733,117863.5248,120167.2258,131414.9884,129425.4763,130411.6102,134935.62,142889.9231,150757.2349,166102.4621,168619.7484,169269.7332
Cole County,MO,29,51,,,,,,,,,,,,,135068.0602,137365.9931,138205.0684,138510.3069,145144.7077,148232.1357,154032.8695,162244.1583,165610.2906,185235.593,213499.7909,235698.6273,248528.2294
Cattaraugus County,NY,36,9,54717.67323,58363.95625,63119.63513,69769.32496,76803.09676,78990.39677,83276.38417,91966.18,94485.19,89731.2217,84738.99706,83964.83726,82270.05737,81049.55264,81397.47879,81904.92208,82905.27,86875.07149,88369.02566,90144.94467,95100.10781,108083.5032,125210.3358,138643.5025,144472.5118
Ross County,OH,39,141,95901.33777,101309.226,105116.3747,107725.1737,110732.2444,114838.9286,115583.8815,115186.7326,114143.5625,114193.6445,110884.4993,109144.8662,108086.0495,107021.2611,107148.5151,107823.5166,115796.8318,118989.0096,118443.9911,127930.9619,137280.3796,154969.9886,171516.0473,178613.1432,193099.6085
Augusta County,VA,51,15,,,,,,,,,,,,,182231.4705,186614.2063,200639.5659,213212.9131,218851.9729,223719.9804,233072.9293,240738.2898,258992.4837,279029.579,303562.1294,324467.0015,329568.7066
White County,AR,5,145,93719.4114,97393.29802,100537.0752,103461.3662,107065.0157,104913.3354,112846.1102,116033.859,121498.2725,122424.3729,120192.2821,120144.8277,119468.6626,121178.7475,118550.2605,121411.0501,124720.751,130411.4363,129966.8838,129850.606,133985.5884,145770.4009,167236.4929,177549.5933,188183.0736
Clallam County,WA,53,9,,,,,,,,,275356.0002,256220.9778,232260.0531,218411.3671,207585.9971,204649.6197,208863.2529,216856.6864,233850.54,257888.7063,284269.1901,313670.80,340000.4259,383242.9609,463134.9385,481210.8368,490332.5236
Anderson County,TN,47,1,86855.16261,89248.10,92100.14,95148.08361,96505.8521,102986.0523,111828.9155,123873.6791,126171.3654,121175.817,117124.056,116990.1441,117934.9268,119606.4863,123746.1576,125285.5114,132320.1403,136540.67,144412.8137,151136.3938,170451.2877,192666.5113,235458.6735,252897.44,281561.2536
Cayuga County,NY,36,11,61132.11579,65630.19175,70817.93852,76489.6492,84444.75876,95162.30777,106889.6357,118200.7985,124734.8155,119146.0592,113232.1431,112516.3027,110566.6064,113430.4699,116750.2822,118944.3608,122061.3714,124978.1423,129988.2311,134126.1405,138518.1064,157010.8468,171189.3703,184804.9306,199343.1028
Walker County,TX,48,471,,,,,,,,,,,142682.8203,141560.6987,141238.4452,141769.3326,144878.76,154065.3883,166382.6693,174643.3071,182324.1294,194345.7076,206775.9746,223951.9045,257568.9657,274102.3588,263679.5705
Cheshire County,NH,33,5,98617.57839,110065.1856,121763.6205,135672.9789,149600.4993,164650.8264,179865.6789,195665.4575,199505.4492,185895.0072,174188.4382,171425.848,167905.6987,167916.9682,169169.8434,173225.7463,179517.4706,183081.7114,194157.9894,202977.1517,215650.6585,250986.1458,284686.7543,324527.98,350673.0049
Valencia County,NM,35,61,,,,,,,,,,157242.1896,148902.4891,143586.5261,136969.5127,135300.5774,132502.9146,135842.877,145330.2656,154829.9607,162675.5358,173191.5103,190389.9657,218235.8028,259606.6201,277080.0193,293764.1784
Erie County,OH,39,43,103240.9182,108262.2194,114046.2604,117267.29,123972.6772,126643.6481,130426.7662,133594.5205,135867.8857,131530.2772,125157.0291,119670.2856,114016.6342,113764.7692,117749.7504,122185.155,123358.2473,126129.245,132074.7432,137638.0928,146805.4478,164379.6221,180604.1894,195290.4684,207281.386
Van Buren County,MI,26,159,,,,,,,,,162458.4524,152525.29,147844.8195,133054.2041,119790.3288,118784.8747,124377.2583,131882.2632,143268.431,146699.68,164289.9722,170918.5756,182847.617,201245.8628,224444.201,230870.5045,240954.0846
Hancock County,OH,39,63,116477.8223,121877.8322,124032.9585,126545.6108,132671.812,136932.4068,138983.4495,142821.3709,134438.12,138692.3855,133987.4731,127784.4138,121889.4155,118318.172,122567.1895,127630.3671,135866.692,141698.0376,148400.9067,154884.5707,161219.6216,179858.9372,192856.5408,206262.6119,219668.4533
Chatham County,NC,37,37,,,205920.8333,212843.8088,220379.8118,232409.1108,249507.7681,266884.5987,275712.3236,272012.3938,258245.1064,250398.70,242689.4367,251294.4132,262196.7518,274105.07,291061.4487,305761.7292,322692.1229,332644.7898,348508.7772,381080.1484,454268.3346,509575.8069,533089.8148
Vermilion County,IL,17,183,40932.78745,43128.01793,45900.55375,47645.6825,51211.96604,50806.08802,56064.97005,56633.93857,58740.25748,55979.83998,52226.8979,51237.7957,47828.58141,53998.68157,59733.36811,61043.73338,64440.85,64498.43037,64376.77156,64270.53793,65232.2832,69965.61818,74953.96142,78639.21804,82339.93
Raleigh County,WV,54,81,65083.32145,67221.39,69624.79204,72268.25,75521.67,81553.88635,89680.96915,92072.7572,93325.7287,91062.915,85494.54568,85928.44741,86752.95947,88969.67,85881.10414,87517.6494,96375.41953,90964.68706,91193.55883,91611.95203,92453.86066,104621.8161,113596.9442,127278.7347,135229.7251
Grays Harbor County,WA,53,27,,,,,,,,,,166442.7282,151348.9974,141418.3753,135029.8591,133586.9861,130607.9249,131475.2931,143445.0369,154923.7316,175981.0922,199220.2423,225803.9167,266218.9887,318397.9743,321054.3271,323946.2358
Scioto County,OH,39,145,,,,,,,,,,,,86911.1538,83028.61699,78367.35358,81099.55719,79829.51077,80304.60265,81423.52409,83912.64,89269.44508,92737.50981,99950.08389,109607.04,116443.4467,121927.0979
Somerset County,PA,42,111,,,,,,,,,,112740.6591,108829.6691,107731.2167,105607.0156,104390.0555,105528.7947,105383.5551,104106.3012,104831.5189,107117.6649,107982.216,116227.8735,130407.6987,146834.5404,157798.0926,157403.6588
Wood County,WI,55,141,,,,,,,,,,123326.8117,120224.0765,118983.0895,116380.742,116454.5876,117404.3688,115919.97,120667.7643,122499.1262,131312.7054,140608.3811,151992.8785,159300.70,174274.0556,187556.7637,199979.1549
Jackson County,GA,13,157,,118708.4091,127156.026,134011.6427,139816.659,146965.3287,151967.7789,159324.0161,165326.2933,160935.212,147823.7908,137905.2238,127338.9635,134995.9906,154945.2601,166519.3151,180467.6625,192827.993,211518.3139,227595.1654,243076.0857,272391.9651,340039.9157,369999.2048,382822.3895
Lonoke County,AR,5,85,119110.853,123710.6464,128666.2254,132980.9002,138029.2442,143615.0992,149522.6781,156286.1855,149061.2325,151198.6949,147720.5233,146723.5606,147498.2728,146575.7838,146141.8514,147975.024,150790.7383,151910.75,153431.1315,155298.2137,158047.4193,171899.7881,192381.2733,207447.2621,214800.5011
Lauderdale County,MS,28,75,,,,,,,,,,,,,108871.2509,108717.1498,108234.1302,113958.9429,114399.13,108713.4367,99186.62108,102960.9213,102805.5654,107794.9731,125179.5845,125799.1851,118315.6817
Walton County,FL,12,131,199328.9161,185449.1374,201027.6869,210357.2044,245486.7658,305470.1207,398068.0277,394807.0073,348134.5523,297654.6879,266204.8453,262116.3912,240290.306,259822.267,286477.2049,307542.9676,327676.6951,343578.363,376601.8966,402093.234,424380.5832,479308.0361,647971.9116,721626.3802,707701.4305
Kauai County,HI,15,7,180348.8129,193734.04,209523.3867,231472.5748,281001.3279,365883.6587,473741.9099,494342.0878,449324.7894,418627.0318,390216.6579,386810.8588,384046.6006,405066.5269,463869.2722,492340.0316,534241.1902,551074.983,578105.2996,619803.1089,636417.1991,708535.7547,819909.7319,930016.3119,968299.02
Putnam County,FL,12,107,,,,,78912.10319,88966.33706,110034.8032,136978.6168,133776.6398,103903.8738,91165.61397,85457.41288,82226.54586,80529.20779,80849.7559,81658.36453,90029.50,94786.98362,106258.4397,118201.0218,134434.2379,155832.5422,187387.7875,202173.8495,206105.143
Grand Forks County,ND,38,35,,,,,,,,,,,161630.88,163005.3163,169739.3054,185288.1015,194089.9656,211061.8033,222148.7126,222314.7698,224530.8724,222761.3314,227529.44,236353.6094,250066.41,254466.4439,253333.0484
McKinley County,NM,35,31,,,,,,,,,,,,,146905.505,147510.2782,148126.4724,150705.4002,155369.1255,143126.7006,146295.1279,159290.1586,168587.0938,184369.7756,196819.8694,196269.0531,198936.2994
Lea County,NM,35,25,,,,,,,,,,,,,,,177458.0804,191642.4165,190226.5377,188015.352,191081.1905,196284.455,212041.0963,221876.6698,199233.0315,181421.3593,165074.3776
Riley County,KS,20,161,,,,,,,,,,,,,155316.2884,163912.6314,164970.0769,174009.8534,179910.5854,182731.5302,190378.0793,190762.1433,196093.7053,202688.3549,221532.7345,234853.249,240114.2681
Fauquier County,VA,51,61,187406.0536,204200.2358,222258.2177,263537.1112,296059.8232,361395.9847,437435.6843,454585.1846,412697.173,320824.4701,290470.0829,291743.3785,292934.0498,315698.57,346702.8233,362578.532,380298.2495,389508.8073,403527.1704,417795.0546,428788.754,476293.0436,526708.7807,556246.3835,576132.6665
Christian County,KY,21,47,80872.6451,83698.44343,86464.37,88833.99152,91933.79126,96066.93945,98510.69557,102990.8798,108239.9588,103757.5133,102123.6714,,97068.71733,97822.42901,97497.11415,94674.59938,95133.19965,98288.49653,103770.9847,105315.8177,112797.7534,127975.4793,146382.4658,167778.5279,180924.5181
Broomfield County,CO,8,14,,,,,,,299446.1243,302126.7392,295651.4932,298060.74,287393.3441,280693.9544,277559.9872,293826.8159,316116.4939,341005.27,382405.7727,418693.1316,446225.8374,467155.3084,485655.1663,522994.10,625278.2952,649526.6654,654971.9119
Pottawatomie County,OK,40,125,61340.04543,63853.5215,66450.17,69187.08745,71457.93379,74056.38352,77891.98967,80927.52355,83191.91061,85179.88,83559.05282,81301.12895,80200.00926,82954.8317,86429.90478,88629.87876,92161.61114,94330.95793,97059.85946,99079.77034,112287.6531,125240.4615,146846.0907,158443.8183,167723.5697
Robertson County,TN,47,147,121479.6858,124733.0197,126009.4236,129935.0253,132519.1361,137677.4115,144389.9798,154196.0088,157595.9025,156076.7643,158537.7299,151109.1381,144534.9336,147161.3043,153608.3835,162348.2287,177879.2581,196377.5855,211185.0881,227278.6713,249250.7388,268743.8772,328466.2179,351681.445,361665.0958
Creek County,OK,40,37,78076.52557,81969.14,86339.82431,89795.6774,93262.84642,97635.57,104241.8182,107574.051,110775.4915,108009.9315,108019.599,101208.069,99594.26,107851.3255,110499.5117,118543.902,125621.0588,125458.9008,132584.1199,137297.0363,148850.5981,161529.0406,183609.7232,186591.5342,189816.4399
York County,VA,51,199,,,,,209736.5989,249850.186,302505.2791,332586.8139,322695.3015,301224.4326,285380.308,281970.357,280007.61,289438.1805,294761.5382,296898.8084,304558.2988,310502.3698,316921.3571,321475.0988,331414.8534,349985.3004,381101.7148,410055.6759,431969.0114
De Kalb County,AL,1,49,,78947.42,81793.45261,84597.40795,87237.80353,92398.20485,100088.7175,105786.5688,108898.7578,109733.4668,106840.3592,102982.3501,103388.2079,106678.9597,102812.2059,100125.0014,109041.6591,117848.4061,123020.8607,128130.9305,138967.5019,159058.0188,177801.0158,188086.9392,192696.8278
Surry County,NC,37,171,,,,,,,,,,117821.145,112284.5807,110276.4716,110432.7676,109722.2437,108032.5695,110128.5064,114693.6435,117892.4955,121621.0859,128917.424,133940.9568,156550.9481,180909.37,197388.0475,212869.3932
Morgan County,IN,18,109,,,,,,,,,136741.1318,135623.0746,132226.3073,130389.9674,129390.4606,134372.4042,139274.9264,143732.8188,148901.7871,156263.8627,166275.6219,176940.0013,185849.8501,213506.4087,245802.8063,266276.8565,277313.42
Tooele County,UT,49,45,,,,,,,,,,196861.7297,178840.8203,170606.1353,166511.2508,178347.94,193685.9745,198001.6691,217686.9127,236888.7277,261253.1426,289434.1049,309449.6349,356029.5488,447773.64,456962.75,466693.4995
Franklin County,MA,25,11,126368.3821,136185.7378,149703.4739,168582.3401,175259.4618,196077.9248,223701.2791,233191.8742,233848.3236,230371.0901,224729.7223,220282.7829,195701.4449,192133.5359,196544.5345,201122.8946,206305.102,209719.2418,220696.7822,227706.8376,237464.6013,265931.1432,297348.753,320176.305,343731.2769
Iberia Parish,LA,22,45,,,,,,,,,,,82485.19895,85926.36253,86416.27649,89647.10384,103001.1789,115635.3208,118469.4507,119315.6797,122696.6608,127989.9282,133431.8267,142987.8243,142421.2303,130380.1006,131852.6008
Portage County,WI,55,97,,,,,,,,,,,,141279.4336,140591.1306,143253.9116,153527.5225,160524.6279,168786.2531,178971.5113,187894.2914,196985.5662,211417.1178,227722.5008,246465.8413,261690.1375,274470.1735
Lewis and Clark County,MT,30,49,,,,,,,,,,,201995.615,198585.2816,197874.2983,206491.481,212236.3956,216506.1395,234964.5711,241683.1499,256456.7609,267726.7488,284634.4779,327126.8452,401981.1834,430527.3068,446957.5335
Greene County,TN,47,59,73604.41,76716.54369,79873.73,80362.47,85093.09,91289.32515,96190.02,102530.4843,110087.55,103349.719,100103.1705,98996.97096,97859.69513,94703.9832,96752.04432,103604.2425,112634.6206,118661.8252,122816.3245,129197.6303,141876.1385,158181.7435,193571.8263,199749.6002,219941.7457
Boone County,IN,18,11,,,,,,,,,200135.7137,198445.1609,192125.0386,190779.9658,189412.5561,194156.3175,203872.1788,211986.2638,220093.0994,232618.1523,243290.0922,257509.84,275544.1756,299238.1955,347746.4524,375831.48,385874.3857
Ward County,ND,38,101,,,,,,,,,,,200463.7313,213445.4565,226149.482,269654.51,280099.7516,277669.3458,273580.1927,250784.4171,234702.2712,212797.3569,210197.9579,220715.4404,230414.19,246603.5756,256390.2171
Troup County,GA,13,285,78732.47,84229.10502,88861.36,92851.92536,96533.0932,102924.9042,107456.6568,111917.6828,113668.1211,107541.5204,98632.79661,94335.97908,87651.50443,92701.22262,100149.6988,103978.3138,107410.8483,109538.7873,116726.4061,128584.8785,133314.3903,149752.2897,170864.6255,193834.0263,211099.6543
